"","from","to","x2","var0","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","atividade","acesso","acesso_positivo","acesso_negativo","confianca","acessoeconfianca","total","neg_x2","neg_var0","neg_var1","neg_var2","neg_var3","neg_var4","neg_var5","neg_var6","neg_var7","neg_var8","neg_var9","neg_var10","neg_var11","neg_var12","neg_var13","neg_var14","neg_var15","neg_var16","neg_var17","neg_var18","neg_var19","neg_var20","neg_var21","neg_var22","neg_var23","neg_var24","neg_atividade","neg_acesso","neg_acesso_positivo","neg_acesso_negativo","neg_confianca","neg_acessoeconfianca","neg_total","aux_var1","weight","equalone"
"11","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Humaitá",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"12","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_RUR_ Humaitá",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"13","CAPS_AD","UAP_RUR_ Humaitá",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"14","CRE_SOC_ CREAS Norte","UAP_RUR_ Humaitá",1,1,1,0,1,0,0,0,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,18,13,5,24,42,44,1,1,1,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,8,11,13,1,1,1
"15","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","UAP_RUR_ Igrejinha",1,1,1,1,1,0,0,0,1,3,1,1,1,1,1,1,3,2,2,3,1,3,3,1,3,3,3,15,9,6,19,34,37,1,1,1,1,1,0,0,0,-1,1,-1,-1,-1,-1,1,1,-1,0,0,1,-1,1,1,-1,1,1,3,-3,-1,6,3,0,3,1,1,1
"16","EA_DQCT_ Centro de Recuperação Resgatando Vidas","UAP_RUR_ Igrejinha",1,0,1,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,1,3,3,3,3,3,1,24,19,5,22,46,47,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,9,9,5,6,15,16,1,1,1
"17","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Igrejinha",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"18","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_RUR_ Igrejinha",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"19","CAPS_AD","UAP_RUR_ Igrejinha",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"20","CRAS_AS_ CRAS Norte Benfica","UAP_RUR_ Igrejinha",1,1,1,1,0,1,0,0,3,3,3,2,2,2,2,1,3,2,2,2,2,2,2,2,3,3,3,23,17,6,18,41,44,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,3,3,5,6,2,5,8,1,1,1
"21","CRE_SOC_ CREAS Norte","UAP_RUR_ Igrejinha",1,1,1,0,1,0,0,0,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,18,13,5,24,42,44,1,1,1,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,8,11,13,1,1,1
"22","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Jacutinga",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"23","CAPS_AD","UAP_RUR_ Jacutinga",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"24","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Monte Verde",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"25","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_RUR_ Monte Verde",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"26","CAPS_AD","UAP_RUR_ Monte Verde",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"27","CRAS_AS_ CRAS Centro","UAP_RUR_ Monte Verde",1,0,1,0,0,0,0,0,2,3,3,3,1,2,1,1,1,3,3,3,3,3,3,2,3,3,1,20,15,5,23,43,44,1,0,1,0,0,0,0,0,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5,5,5,7,12,13,1,1,1
"28","CRE_SOC_ CREAS Infância e Juventude","UAP_RUR_ Monte Verde",1,1,1,0,0,0,0,0,3,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,3,3,1,28,21,7,20,48,49,1,1,1,0,0,0,0,0,1,1,1,1,1,1,-1,0,0,1,0,0,0,1,1,0,1,1,1,5,7,7,4,9,10,1,1,1
"29","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Palmital",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"30","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Paula Lima",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"31","CAPS_AD","UAP_RUR_ Paula Lima",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"32","CRE_SOC_ CREAS Norte","UAP_RUR_ Paula Lima",1,1,1,0,1,0,0,0,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,18,13,5,24,42,44,1,1,1,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,8,11,13,1,1,1
"33","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Penido",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"34","CAPS_AD","UAP_RUR_ Penido",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"35","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Pirapetinga",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"36","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_RUR_ Pirapetinga",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"37","CAPS_AD","UAP_RUR_ Pirapetinga",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"38","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Pires",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"39","CAPS_AD","UAP_RUR_ Pires",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"40","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Privilégio",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"41","ENT_SOC_ Território Aliança pela Vida  Zona Norte","UAP_RUR_ Rosário de Minas",1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,5,26,21,5,24,50,55,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,5,8,15,20,1,1,1
"42","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Rosário de Minas",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"43","CAPS_AD","UAP_RUR_ Rosário de Minas",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"44","CRE_SOC_ CREAS Norte","UAP_RUR_ Rosário de Minas",1,1,1,0,1,0,0,0,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,18,13,5,24,42,44,1,1,1,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,8,11,13,1,1,1
"45","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Sarandira",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"46","CRAS_AS_ CRAS Sudeste Costa Carvalho","UAP_RUR_ Sarandira",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"47","CRE_SOC_ CREAS Infância e Juventude","UAP_RUR_ Sarandira",1,1,1,0,0,0,0,0,3,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,3,3,1,28,21,7,20,48,49,1,1,1,0,0,0,0,0,1,1,1,1,1,1,-1,0,0,1,0,0,0,1,1,0,1,1,1,5,7,7,4,9,10,1,1,1
"48","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Toledos",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"49","CAPS_AD","UAP_RUR_ Toledos",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"50","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Torreões",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"51","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_RUR_ Torreões",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"52","CAPS_AD","UAP_RUR_ Torreões",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"53","CRAS_AS_ CRAS Centro","UAP_RUR_ Torreões",1,0,1,0,0,0,0,0,2,3,3,3,1,2,1,1,1,3,3,3,3,3,3,2,3,3,1,20,15,5,23,43,44,1,0,1,0,0,0,0,0,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5,5,5,7,12,13,1,1,1
"54","CRE_SOC_ CREAS Infância e Juventude","UAP_RUR_ Torreões",1,1,1,0,0,0,0,0,3,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,3,3,1,28,21,7,20,48,49,1,1,1,0,0,0,0,0,1,1,1,1,1,1,-1,0,0,1,0,0,0,1,1,0,1,1,1,5,7,7,4,9,10,1,1,1
"55","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_RUR_ Valadares",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"56","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_RUR_ Valadares",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"57","CAPS_AD","UAP_RUR_ Valadares",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"58","CRE_SOC_ CREAS Norte","UAP_RUR_ Valadares",1,1,1,0,1,0,0,0,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,18,13,5,24,42,44,1,1,1,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,8,11,13,1,1,1
"59","RES_TER_ Casa V1","UAP_URB_ Centro Sul",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,4,26,19,7,24,50,54,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,4,7,9,7,8,15,19,1,1,1
"60","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_URB_ Centro Sul",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"61","CAPS_AD","UAP_URB_ Centro Sul",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"62","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Centro Sul",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"63","URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)","UAP_URB_ Centro Sul",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,3,2,3,3,3,2,3,3,1,12,7,5,22,34,35,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,1,0,1,0,1,1,1,0,1,1,1,-4,-3,5,6,2,3,1,1,1
"64","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)","UAP_URB_ Dom Bosco",1,0,1,0,0,0,0,0,3,3,2,2,2,3,1,1,1,3,2,2,3,3,3,2,3,3,1,21,16,5,21,42,43,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,6,6,5,5,11,12,1,1,1
"65","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_URB_ Dom Bosco",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"66","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Dom Bosco",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"67","CAPS_AD","UAP_URB_ Dom Bosco",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"68","CAPS_CO_ CAPS HU","UAP_URB_ Dom Bosco",1,1,1,1,1,0,1,0,3,3,3,3,2,2,1,1,1,3,3,3,3,2,3,1,3,3,4,22,17,5,21,43,47,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,4,7,7,5,5,12,16,1,1,1
"69","CRAS_AS_ CRAS Centro","UAP_URB_ Dom Bosco",1,0,1,0,0,0,0,0,2,3,3,3,1,2,1,1,1,3,3,3,3,3,3,2,3,3,1,20,15,5,23,43,44,1,0,1,0,0,0,0,0,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5,5,5,7,12,13,1,1,1
"70","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Dom Bosco",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"71","CRE_SOC_ CREAS Infância e Juventude","UAP_URB_ Dom Bosco",1,1,1,0,0,0,0,0,3,3,3,3,3,3,1,2,1,3,2,2,2,3,3,2,3,3,1,25,19,6,20,45,46,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,8,9,6,4,12,13,1,1,1
"72","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_URB_ Santa Cecília",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"73","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Santa Cecília",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
